index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m,normalizedDistance
479,740.55,1.556,-91.428,52.052,-186.829,52.052,5.21,505.1,18.43,66.3,7.64,8.85,16.49,0.207728
480,742.09,1.540,-91.503,52.138,-188.365,52.138,5.60,318.7,18.26,65.8,7.95,8.40,16.35,0.208160
481,743.62,1.528,-91.584,52.224,-189.888,52.224,5.63,205.6,18.10,65.2,8.25,7.97,16.22,0.208589
482,745.13,1.517,-91.676,52.308,-191.399,52.308,5.57,179.1,18.00,64.8,8.53,7.57,16.09,0.209013
483,746.64,1.509,-91.780,52.398,-192.903,52.398,5.99,141.7,17.99,64.8,8.76,7.19,15.96,0.209436
484,748.15,1.509,-91.900,52.480,-194.405,52.480,5.38,128.5,17.95,64.6,8.97,6.84,15.82,0.209860
485,749.66,1.510,-92.038,52.566,-195.906,52.566,5.71,125.5,18.01,64.9,9.15,6.52,15.68,0.210283
486,751.18,1.514,-92.194,52.649,-197.410,52.649,5.53,123.8,18.05,65.0,9.31,6.23,15.54,0.210710
487,752.69,1.513,-92.368,52.739,-198.910,52.739,5.94,124.2,17.97,64.7,9.43,5.96,15.40,0.211133
488,754.20,1.511,-92.560,52.825,-200.405,52.825,5.71,118.6,18.10,65.1,9.54,5.73,15.26,0.211557
489,755.72,1.522,-92.773,52.913,-201.910,52.913,5.79,113.6,18.15,65.3,9.61,5.51,15.12,0.211983
490,757.25,1.527,-93.007,53.001,-203.416,53.001,5.78,112.2,18.21,65.6,9.66,5.32,14.98,0.212412
491,758.78,1.531,-93.262,53.086,-204.924,53.086,5.56,110.4,18.25,65.7,9.69,5.16,14.86,0.212842
492,760.32,1.538,-93.540,53.174,-206.434,53.174,5.74,112.1,18.34,66.0,9.70,5.03,14.73,0.213273
493,761.86,1.543,-93.839,53.260,-207.945,53.260,5.53,102.6,18.42,66.3,9.68,4.92,14.60,0.213705
494,763.41,1.550,-94.162,53.339,-209.459,53.339,5.11,96.9,18.47,66.5,9.63,4.84,14.47,0.214140
495,764.97,1.556,-94.511,53.424,-210.973,53.424,5.51,93.0,18.57,66.8,9.57,4.77,14.34,0.214578
496,766.47,1.505,-94.872,53.498,-212.433,53.498,4.91,89.1,18.61,67.0,9.48,4.73,14.21,0.214999
497,767.98,1.510,-95.259,53.584,-213.889,53.584,5.67,101.4,18.68,67.2,9.37,4.72,14.10,0.215422
498,769.50,1.517,-95.670,53.659,-215.348,53.659,4.98,89.0,18.75,67.5,9.25,4.74,13.99,0.215849
499,771.02,1.519,-96.106,53.733,-216.801,53.733,4.86,87.9,18.79,67.6,9.12,4.78,13.89,0.216275
500,772.54,1.526,-96.569,53.804,-218.253,53.804,4.63,84.2,18.86,67.9,8.98,4.86,13.84,0.216701
501,774.07,1.529,-97.060,53.872,-219.699,53.872,4.51,83.6,18.90,68.0,8.86,4.98,13.84,0.217130
502,775.61,1.533,-97.578,53.940,-221.140,53.940,4.39,85.9,18.94,68.2,8.71,5.13,13.83,0.217562
503,777.14,1.536,-98.123,54.004,-222.575,54.004,4.17,82.9,18.99,68.4,8.52,5.30,13.82,0.217992
504,778.68,1.540,-98.696,54.066,-224.003,54.066,4.06,83.4,19.03,68.5,8.31,5.50,13.80,0.218424
505,780.22,1.543,-99.297,54.125,-225.423,54.125,3.84,83.4,19.07,68.7,8.06,5.71,13.78,0.218856
506,781.77,1.547,-99.926,54.184,-226.835,54.184,3.82,86.6,19.11,68.8,7.80,5.96,13.76,0.219290
507,783.32,1.550,-100.581,54.241,-228.239,54.241,3.64,84.3,19.15,68.9,7.51,6.24,13.75,0.219725
508,784.87,1.550,-101.262,54.294,-229.631,54.294,3.42,82.8,19.13,68.9,7.22,6.53,13.75,0.220160
509,786.42,1.549,-101.968,54.348,-231.009,54.348,3.52,82.6,19.12,68.8,6.91,6.83,13.74,0.220595
510,787.97,1.547,-102.699,54.402,-232.371,54.402,3.46,81.3,19.07,68.7,6.59,7.11,13.71,0.221029
511,789.51,1.543,-103.454,54.457,-233.716,54.457,3.57,82.5,19.03,68.5,6.28,7.39,13.68,0.221461
512,791.05,1.537,-104.231,54.509,-235.041,54.509,3.43,81.5,18.93,68.2,6.01,7.69,13.70,0.221893
513,792.58,1.530,-105.029,54.563,-236.346,54.563,3.53,84.9,18.86,67.9,5.72,7.96,13.69,0.222323
514,794.10,1.523,-105.846,54.614,-237.630,54.614,3.33,80.8,18.75,67.5,5.45,8.23,13.68,0.222749
515,795.62,1.514,-106.682,54.666,-238.892,54.666,3.43,84.2,18.64,67.1,5.21,8.45,13.66,0.223175
516,797.12,1.504,-107.535,54.714,-240.129,54.714,3.17,83.4,18.50,66.6,5.09,8.64,13.73,0.223596
517,798.67,1.548,-108.436,54.765,-241.387,54.765,3.32,83.8,18.37,66.1,4.93,8.80,13.73,0.224031
518,800.20,1.536,-109.353,54.808,-242.618,54.808,2.83,75.9,18.20,65.5,4.79,8.92,13.71,0.224460
519,801.73,1.524,-110.288,54.856,-243.821,54.856,3.14,76.5,18.09,65.1,4.68,9.05,13.73,0.224889
520,803.24,1.513,-111.239,54.896,-244.998,54.896,2.64,67.8,17.94,64.6,4.65,9.18,13.83,0.225313
521,804.74,1.501,-112.208,54.942,-246.143,54.942,3.05,68.5,17.82,64.2,4.59,9.30,13.89,0.225734
522,806.29,1.543,-113.231,54.982,-247.298,54.982,2.62,63.5,17.65,63.6,4.51,9.43,13.94,0.226168
523,807.82,1.531,-114.273,55.025,-248.419,55.025,2.79,61.9,17.54,63.2,4.39,9.56,13.94,0.226597
524,809.34,1.519,-115.334,55.065,-249.506,55.065,2.63,59.4,17.40,62.6,4.22,9.69,13.91,0.227024
525,810.85,1.512,-116.417,55.101,-250.561,55.101,2.41,55.1,17.36,62.5,4.10,9.83,13.93,0.227447
526,812.36,1.507,-117.525,55.136,-251.582,55.136,2.33,55.6,17.30,62.3,3.94,9.99,13.93,0.227871
527,813.86,1.504,-118.658,55.177,-252.571,55.177,2.68,55.4,17.28,62.2,3.79,10.15,13.94,0.228292
528,815.41,1.552,-119.855,55.209,-253.558,55.209,2.09,53.0,17.21,62.0,3.63,10.31,13.95,0.228727
529,816.96,1.550,-121.078,55.245,-254.508,55.245,2.32,56.4,17.22,62.0,3.52,10.48,14.00,0.229161
530,818.51,1.549,-122.327,55.275,-255.424,55.275,1.92,56.7,17.22,62.0,3.37,10.63,14.00,0.229596
531,820.06,1.550,-123.601,55.304,-256.306,55.304,1.86,61.8,17.25,62.1,3.22,10.80,14.02,0.230031
532,821.57,1.504,-124.858,55.331,-257.132,55.331,1.79,64.5,17.32,62.3,3.08,10.95,14.02,0.230454
533,823.08,1.510,-126.139,55.361,-257.931,55.361,2.01,76.8,17.41,62.7,2.94,11.09,14.03,0.230878
534,824.60,1.520,-127.444,55.392,-258.710,55.392,2.03,79.9,17.52,63.1,2.85,11.21,14.06,0.231304
535,826.12,1.529,-128.771,55.420,-259.468,55.420,1.81,81.8,17.62,63.4,2.74,11.32,14.06,0.231731
536,827.67,1.540,-130.122,55.444,-260.206,55.444,1.56,70.1,17.76,63.9,2.64,11.42,14.07,0.232165
537,829.21,1.549,-131.498,55.464,-260.919,55.464,1.33,64.7,17.87,64.3,2.55,11.50,14.05,0.232597
538,830.72,1.506,-132.851,55.486,-261.580,55.486,1.42,64.5,17.98,64.7,2.44,11.59,14.03,0.233021
539,832.24,1.515,-134.226,55.505,-262.213,55.505,1.30,62.5,18.08,65.1,2.36,11.66,14.02,0.233447
540,833.76,1.523,-135.625,55.525,-262.816,55.525,1.27,61.7,18.18,65.5,2.26,11.73,13.99,0.233874
541,835.29,1.532,-137.047,55.544,-263.386,55.544,1.30,61.3,18.29,65.9,2.16,11.79,13.95,0.234303
542,836.83,1.541,-138.490,55.561,-263.925,55.561,1.06,60.6,18.38,66.2,2.07,11.85,13.91,0.234735
543,838.38,1.550,-139.956,55.578,-264.429,55.578,1.11,58.6,18.51,66.6,1.96,11.90,13.86,0.235170
544,839.89,1.504,-141.390,55.591,-264.881,55.591,0.85,58.2,18.61,67.0,1.87,11.94,13.81,0.235593
545,841.40,1.513,-142.844,55.603,-265.299,55.603,0.81,57.9,18.73,67.4,1.87,11.98,13.85,0.236017
546,842.92,1.521,-144.317,55.614,-265.680,55.614,0.71,58.8,18.84,67.8,1.84,12.02,13.86,0.236443
547,844.45,1.531,-145.808,55.621,-266.025,55.621,0.46,56.9,18.95,68.2,1.82,12.04,13.87,0.236872
548,845.99,1.539,-147.317,55.629,-266.331,55.629,0.49,60.1,19.05,68.6,1.80,12.07,13.87,0.237304
549,847.54,1.549,-148.842,55.636,-266.600,55.636,0.45,58.7,19.18,69.0,1.77,12.09,13.86,0.237739
550,849.10,1.557,-150.382,55.640,-266.829,55.640,0.29,59.1,19.28,69.4,1.74,12.09,13.84,0.238177
551,850.61,1.509,-151.880,55.647,-267.013,55.647,0.47,59.4,19.41,69.9,1.74,12.11,13.85,0.238600
552,852.12,1.517,-153.390,55.651,-267.160,55.651,0.23,60.9,19.52,70.3,1.72,12.11,13.83,0.239024
553,853.65,1.527,-154.913,55.651,-267.269,55.651,0.04,59.9,19.59,70.5,1.69,12.12,13.80,0.239453
554,855.19,1.535,-156.446,55.655,-267.340,55.655,0.25,62.9,19.75,71.1,1.66,12.12,13.78,0.239885
555,856.73,1.544,-157.990,55.649,-267.373,55.649,-0.37,61.2,19.83,71.4,1.63,12.14,13.77,0.240317
556,858.28,1.551,-159.541,55.645,-267.368,55.645,-0.28,66.4,19.94,71.8,1.61,12.15,13.76,0.240752
557,859.84,1.559,-161.099,55.638,-267.325,55.638,-0.44,67.5,20.03,72.1,1.60,12.17,13.77,0.241189
558,861.35,1.505,-162.602,55.632,-267.250,55.632,-0.42,73.7,20.10,72.4,1.59,12.18,13.77,0.241613
559,862.86,1.511,-164.109,55.624,-267.145,55.624,-0.50,76.2,20.18,72.6,1.60,12.18,13.78,0.242036
560,864.37,1.516,-165.619,55.616,-267.008,55.616,-0.54,77.6,20.25,72.9,1.59,12.19,13.78,0.242460
561,865.90,1.522,-167.132,55.607,-266.842,55.607,-0.59,79.4,20.32,73.2,1.59,12.19,13.79,0.242889
562,867.42,1.527,-168.646,55.597,-266.646,55.597,-0.69,79.7,20.39,73.4,1.60,12.20,13.80,0.243316
563,868.95,1.531,-170.161,55.586,-266.420,55.586,-0.70,80.7,20.45,73.6,1.61,12.17,13.79,0.243745
564,870.49,1.535,-171.675,55.570,-266.165,55.570,-1.01,79.5,20.48,73.7,1.62,12.12,13.73,0.244177
565,872.03,1.538,-173.186,55.554,-265.880,55.554,-1.10,77.1,20.53,73.9,1.63,12.01,13.65,0.244609
566,873.57,1.540,-174.693,55.534,-265.564,55.534,-1.26,80.9,20.54,73.9,1.72,11.88,13.60,0.245041
567,875.11,1.542,-176.196,55.513,-265.220,55.513,-1.37,77.5,20.55,74.0,1.80,11.72,13.52,0.245473
568,876.65,1.541,-177.691,55.495,-264.845,55.495,-1.16,84.1,20.56,74.0,1.90,11.57,13.47,0.245905
569,878.19,1.542,-179.179,55.475,-264.443,55.475,-1.27,81.8,20.56,74.0,2.01,11.41,13.42,0.246337
570,879.74,1.542,-180.660,55.457,-264.014,55.457,-1.21,87.1,20.56,74.0,2.13,11.25,13.38,0.246771
571,881.28,1.542,-182.133,55.435,-263.558,55.435,-1.40,82.1,20.55,74.0,2.30,11.07,13.37,0.247203
572,882.82,1.540,-183.595,55.414,-263.075,55.414,-1.36,83.7,20.54,73.9,2.46,10.88,13.35,0.247635
573,884.36,1.540,-185.048,55.393,-262.565,55.393,-1.40,83.2,20.53,73.9,2.64,10.68,13.32,0.248067
574,885.90,1.538,-186.490,55.369,-262.029,55.369,-1.57,80.2,20.48,73.7,2.82,10.47,13.29,0.248499
575,887.43,1.536,-187.919,55.343,-261.467,55.343,-1.66,77.9,20.47,73.7,3.02,10.24,13.26,0.248928
576,888.97,1.533,-189.334,55.311,-260.877,55.311,-2.10,72.3,20.41,73.5,3.25,10.01,13.25,0.249360
577,890.50,1.530,-190.733,55.283,-260.259,55.283,-1.82,74.5,20.40,73.4,3.46,9.79,13.25,0.249790
578,892.03,1.528,-192.118,55.251,-259.613,55.251,-2.10,71.8,20.36,73.3,3.68,9.58,13.26,0.250219
579,893.55,1.526,-193.487,55.220,-258.939,55.220,-2.00,74.8,20.33,73.2,3.91,9.38,13.29,0.250645
580,895.08,1.524,-194.840,55.190,-258.238,55.190,-2.03,79.6,20.32,73.2,4.15,9.20,13.36,0.251074
581,896.60,1.523,-196.178,55.154,-257.512,55.154,-2.35,78.7,20.28,73.0,4.45,9.01,13.46,0.251501
582,898.12,1.521,-197.500,55.121,-256.762,55.121,-2.14,81.6,20.28,73.0,4.75,8.82,13.57,0.251927
583,899.64,1.518,-198.805,55.082,-255.988,55.082,-2.61,78.2,20.22,72.8,5.05,8.60,13.65,0.252353
584,901.16,1.516,-200.094,55.047,-255.190,55.047,-2.29,86.4,20.21,72.8,5.35,8.38,13.73,0.252780
585,902.67,1.515,-201.367,55.006,-254.370,55.006,-2.70,83.2,20.19,72.7,5.71,8.16,13.87,0.253203
586,904.18,1.512,-202.623,54.972,-253.529,54.972,-2.26,93.1,20.15,72.5,6.06,7.96,14.02,0.253627
587,905.70,1.512,-203.866,54.934,-252.667,54.934,-2.50,95.4,20.15,72.5,6.42,7.75,14.17,0.254053
588,907.21,1.509,-205.092,54.899,-251.788,54.899,-2.33,104.8,20.13,72.5,6.76,7.57,14.33,0.254477
589,908.72,1.511,-206.307,54.864,-250.889,54.864,-2.30,120.7,20.15,72.5,7.06,7.40,14.46,0.254900
590,910.23,1.510,-207.509,54.818,-249.977,54.818,-3.03,108.0,20.12,72.4,7.35,7.23,14.58,0.255324
591,911.74,1.509,-208.698,54.777,-249.049,54.777,-2.72,118.3,20.12,72.4,7.61,7.06,14.67,0.255748
592,913.25,1.509,-209.875,54.733,-248.105,54.733,-2.91,121.4,20.12,72.4,7.87,6.89,14.75,0.256171
593,914.75,1.509,-211.040,54.690,-247.147,54.690,-2.87,127.0,20.12,72.4,8.11,6.69,14.79,0.256592
594,916.26,1.509,-212.193,54.645,-246.175,54.645,-2.96,134.2,20.12,72.4,8.34,6.47,14.81,0.257015
595,917.77,1.510,-213.336,54.601,-245.190,54.601,-2.96,140.5,20.14,72.5,8.56,6.24,14.80,0.257439
596,919.28,1.510,-214.469,54.552,-244.192,54.552,-3.21,151.6,20.14,72.5,8.76,6.00,14.76,0.257863
597,920.80,1.511,-215.593,54.503,-243.182,54.503,-3.26,159.4,20.17,72.6,8.95,5.77,14.72,0.258289
598,922.31,1.511,-216.706,54.448,-242.162,54.448,-3.64,171.2,20.15,72.5,9.15,5.54,14.69,0.258712
599,923.82,1.512,-217.812,54.397,-241.132,54.397,-3.36,170.6,20.18,72.7,9.33,5.34,14.67,0.259136
600,925.33,1.513,-218.908,54.338,-240.091,54.338,-3.90,162.5,20.16,72.6,9.51,5.15,14.66,0.259560
601,926.85,1.514,-219.996,54.286,-239.039,54.286,-3.43,194.3,20.21,72.7,9.69,4.96,14.65,0.259986
602,928.36,1.516,-221.076,54.222,-237.978,54.222,-4.26,181.9,20.19,72.7,9.87,4.78,14.65,0.260410
603,929.88,1.515,-222.147,54.162,-236.909,54.162,-3.96,182.0,20.22,72.8,10.04,4.60,14.64,0.260836
604,931.39,1.517,-223.211,54.097,-235.829,54.097,-4.29,185.0,20.22,72.8,10.21,4.43,14.64,0.261259
605,932.91,1.517,-224.265,54.034,-234.740,54.034,-4.17,175.5,20.24,72.9,10.37,4.27,14.64,0.261686
606,934.43,1.519,-225.312,53.966,-233.641,53.966,-4.46,160.7,20.26,73.0,10.53,4.11,14.64,0.262112
607,935.95,1.519,-226.348,53.898,-232.532,53.898,-4.45,145.8,20.27,73.0,10.69,3.95,14.64,0.262539
608,937.47,1.521,-227.374,53.829,-231.411,53.829,-4.55,149.6,20.28,73.0,10.84,3.81,14.65,0.262965
609,938.99,1.521,-228.389,53.762,-230.280,53.762,-4.45,139.3,20.29,73.0,10.98,3.68,14.66,0.263391
610,940.51,1.522,-229.391,53.695,-229.136,53.695,-4.36,148.6,20.31,73.1,11.10,3.56,14.66,0.263818
611,942.04,1.524,-230.383,53.622,-227.982,53.622,-4.83,138.1,20.31,73.1,11.22,3.45,14.66,0.264247
612,943.56,1.523,-231.362,53.553,-226.817,53.553,-4.56,148.9,20.34,73.2,11.32,3.34,14.66,0.264673
613,945.09,1.525,-232.329,53.473,-225.641,53.473,-5.21,131.5,20.30,73.1,11.41,3.25,14.66,0.265102
614,946.61,1.524,-233.283,53.400,-224.455,53.400,-4.81,130.3,20.34,73.2,11.48,3.17,14.66,0.265529
615,948.14,1.524,-234.222,53.321,-223.257,53.321,-5.22,135.1,20.31,73.1,11.54,3.12,14.66,0.265958
616,949.66,1.524,-235.148,53.237,-222.049,53.237,-5.49,130.2,20.32,73.2,11.59,3.07,14.66,0.266384
617,951.18,1.522,-236.059,53.156,-220.832,53.156,-5.33,151.3,20.30,73.1,11.62,3.04,14.66,0.266811
618,952.71,1.523,-236.957,53.072,-219.606,53.072,-5.55,147.6,20.30,73.1,11.64,3.03,14.67,0.267240
619,954.23,1.521,-237.842,52.988,-218.371,52.988,-5.52,193.9,20.28,73.0,11.65,3.02,14.67,0.267666
620,955.75,1.523,-238.719,52.907,-217.128,52.907,-5.28,263.2,20.32,73.2,11.66,3.01,14.67,0.268093
621,957.27,1.524,-239.588,52.818,-215.880,52.818,-5.90,266.2,20.32,73.1,11.66,3.02,14.68,0.268519
622,958.80,1.524,-240.451,52.731,-214.627,52.731,-5.72,313.8,20.33,73.2,11.66,3.02,14.68,0.268948
623,960.32,1.526,-241.308,52.644,-213.367,52.644,-5.71,378.6,20.37,73.3,11.66,3.02,14.68,0.269374
624,961.85,1.527,-242.161,52.552,-212.104,52.552,-5.99,364.6,20.36,73.3,11.66,3.02,14.68,0.269804
625,963.38,1.528,-243.009,52.463,-210.836,52.463,-5.84,366.8,20.39,73.4,11.66,3.03,14.69,0.270233
626,964.91,1.530,-243.853,52.370,-209.563,52.370,-6.13,345.6,20.39,73.4,11.65,3.03,14.69,0.270662
627,966.44,1.530,-244.691,52.280,-208.286,52.280,-5.84,411.2,20.43,73.5,11.65,3.03,14.68,0.271091
628,967.97,1.532,-245.526,52.185,-207.005,52.185,-6.26,317.5,20.41,73.5,11.65,3.04,14.69,0.271520
629,969.50,1.532,-246.354,52.094,-205.720,52.094,-5.92,367.4,20.44,73.6,11.65,3.04,14.69,0.271950
630,971.04,1.533,-247.177,52.001,-204.431,52.001,-6.10,301.8,20.43,73.5,11.65,3.04,14.69,0.272381
631,972.57,1.533,-247.994,51.910,-203.137,51.910,-5.93,311.0,20.43,73.6,11.65,3.05,14.70,0.272811
632,974.10,1.533,-248.805,51.817,-201.839,51.817,-6.13,298.5,20.43,73.6,11.64,3.06,14.69,0.273240
633,975.63,1.532,-249.608,51.724,-200.538,51.724,-6.07,312.6,20.43,73.6,11.63,3.07,14.70,0.273669
634,977.17,1.533,-250.406,51.630,-199.232,51.630,-6.15,310.4,20.44,73.6,11.62,3.08,14.70,0.274101
635,978.70,1.533,-251.197,51.535,-197.923,51.535,-6.16,311.3,20.43,73.6,11.61,3.09,14.70,0.274530
636,980.23,1.533,-251.982,51.444,-196.609,51.444,-5.98,387.0,20.45,73.6,11.60,3.11,14.70,0.274959
637,981.77,1.534,-252.761,51.352,-195.291,51.352,-6.01,453.1,20.46,73.6,11.59,3.12,14.70,0.275391
638,983.30,1.535,-253.538,51.262,-193.970,51.262,-5.85,499.6,20.48,73.7,11.57,3.13,14.70,0.275820
639,984.84,1.537,-254.311,51.172,-192.644,51.172,-5.85,561.7,20.51,73.8,11.56,3.14,14.70,0.276252
640,986.38,1.539,-255.081,51.085,-191.315,51.085,-5.72,713.6,20.53,73.9,11.55,3.16,14.71,0.276684
641,987.92,1.541,-255.850,50.997,-189.982,50.997,-5.70,1036.6,20.56,74.0,11.54,3.17,14.71,0.277116
642,989.46,1.542,-256.617,50.911,-188.647,50.911,-5.55,1638.3,20.57,74.1,11.53,3.18,14.71,0.277548
643,991.01,1.544,-257.384,50.827,-187.311,50.827,-5.48,1373.4,20.59,74.1,11.52,3.19,14.71,0.277983
644,992.55,1.544,-258.149,50.745,-185.972,50.745,-5.33,1350.5,20.59,74.1,11.52,3.19,14.71,0.278415
645,994.09,1.544,-258.913,50.663,-184.633,50.663,-5.30,995.3,20.57,74.0,11.52,3.19,14.71,0.278847
646,995.63,1.539,-259.673,50.581,-183.297,50.581,-5.36,753.6,20.48,73.7,11.52,3.19,14.71,0.279279
647,997.17,1.532,-260.426,50.502,-181.965,50.502,-5.17,886.0,20.39,73.4,11.53,3.19,14.72,0.279711
648,998.69,1.524,-261.174,50.422,-180.639,50.422,-5.20,679.4,20.25,72.9,11.53,3.19,14.72,0.280137
649,1000.20,1.513,-261.913,50.348,-179.321,50.348,-4.91,884.0,20.10,72.4,11.54,3.18,14.72,0.280561
650,1001.76,1.556,-262.670,50.273,-177.964,50.273,-4.82,762.3,19.78,71.2,11.54,3.18,14.72,0.280999
651,1003.29,1.534,-263.414,50.201,-176.625,50.201,-4.68,662.5,19.60,70.6,11.55,3.18,14.73,0.281428
652,1004.82,1.524,-264.151,50.132,-175.292,50.132,-4.59,590.7,19.47,70.1,11.55,3.19,14.74,0.281857
653,1006.33,1.512,-264.878,50.065,-173.968,50.065,-4.43,585.4,19.32,69.5,11.56,3.21,14.77,0.282281
654,1007.83,1.502,-265.597,50.000,-172.651,50.000,-4.31,508.6,19.20,69.1,11.57,3.23,14.80,0.282701
655,1009.38,1.548,-266.334,49.934,-171.291,49.934,-4.29,404.6,19.03,68.5,11.58,3.26,14.84,0.283136
656,1010.91,1.534,-267.059,49.871,-169.942,49.871,-4.08,366.8,18.86,67.9,11.59,3.29,14.88,0.283565
657,1012.44,1.520,-267.772,49.808,-168.601,49.808,-4.16,322.1,18.67,67.2,11.60,3.31,14.91,0.283994
658,1013.94,1.504,-268.472,49.749,-167.270,49.749,-3.94,326.3,18.50,66.6,11.60,3.34,14.95,0.284415
659,1015.49,1.548,-269.185,49.688,-165.898,49.688,-3.93,290.9,18.36,66.1,11.62,3.39,15.01,0.284850
660,1017.02,1.536,-269.886,49.629,-164.533,49.629,-3.83,258.8,18.22,65.6,11.63,3.43,15.06,0.285279
661,1018.55,1.526,-270.574,49.572,-163.171,49.572,-3.71,245.0,18.12,65.2,11.64,3.45,15.10,0.285708
662,1020.07,1.517,-271.250,49.517,-161.814,49.517,-3.64,207.5,18.01,64.8,11.66,3.45,15.10,0.286135
663,1021.58,1.509,-271.912,49.465,-160.460,49.465,-3.47,169.7,17.92,64.5,11.67,3.39,15.05,0.286558
664,1023.08,1.501,-272.559,49.413,-159.106,49.413,-3.46,146.0,17.83,64.2,11.68,3.31,14.98,0.286979
665,1024.63,1.547,-273.212,49.362,-157.704,49.362,-3.31,114.3,17.74,63.9,11.68,3.22,14.89,0.287414
666,1026.16,1.539,-273.841,49.312,-156.301,49.312,-3.26,102.5,17.65,63.5,11.67,3.12,14.79,0.287843
667,1027.70,1.531,-274.447,49.263,-154.895,49.263,-3.17,91.4,17.56,63.2,11.64,3.04,14.68,0.288275
668,1029.22,1.524,-275.026,49.215,-153.487,49.215,-3.14,90.0,17.47,62.9,11.59,2.98,14.58,0.288701
669,1030.74,1.516,-275.579,49.168,-152.076,49.168,-3.11,86.3,17.38,62.6,11.53,2.95,14.48,0.289128
670,1032.24,1.508,-276.104,49.121,-150.664,49.121,-3.11,79.3,17.29,62.2,11.46,2.93,14.39,0.289548
671,1033.80,1.551,-276.616,49.075,-149.200,49.075,-2.97,72.3,17.19,61.9,11.37,2.92,14.29,0.289986
672,1035.34,1.542,-277.094,49.032,-147.734,49.032,-2.82,65.9,17.09,61.5,11.27,2.92,14.20,0.290418
673,1036.87,1.533,-277.535,48.992,-146.266,48.992,-2.62,64.4,17.00,61.2,11.15,2.94,14.09,0.290847
674,1038.40,1.525,-277.939,48.953,-144.796,48.953,-2.56,62.4,16.90,60.8,11.01,2.98,13.99,0.291276
675,1039.91,1.516,-278.305,48.916,-143.325,48.916,-2.42,59.7,16.80,60.5,10.86,3.02,13.88,0.291700
676,1041.42,1.508,-278.631,48.876,-141.854,48.876,-2.65,53.7,16.70,60.1,10.70,3.09,13.79,0.292123
677,1042.97,1.548,-278.923,48.838,-140.335,48.838,-2.45,49.4,16.60,59.7,10.51,3.17,13.68,0.292558
678,1044.51,1.538,-279.166,48.802,-138.816,48.802,-2.36,48.4,16.49,59.4,10.30,3.27,13.57,0.292990
679,1046.04,1.529,-279.360,48.765,-137.300,48.765,-2.38,45.1,16.38,59.0,10.08,3.39,13.46,0.293419
680,1047.55,1.518,-279.502,48.737,-135.790,48.737,-1.86,47.3,16.29,58.6,9.85,3.52,13.37,0.293843
681,1049.06,1.509,-279.595,48.703,-134.284,48.703,-2.23,44.8,16.16,58.2,9.59,3.67,13.27,0.294266
682,1050.61,1.547,-279.636,48.675,-132.738,48.675,-1.85,45.5,16.07,57.9,9.31,3.86,13.17,0.294701
683,1052.15,1.537,-279.626,48.640,-131.201,48.640,-2.24,43.3,15.96,57.5,9.05,4.08,13.13,0.295133
684,1053.67,1.526,-279.562,48.613,-129.676,48.613,-1.80,45.2,15.85,57.1,8.76,4.34,13.09,0.295560
685,1055.19,1.517,-279.447,48.581,-128.164,48.581,-2.09,43.0,15.73,56.6,8.44,4.64,13.08,0.295986
686,1056.70,1.505,-279.281,48.560,-126.668,48.560,-1.43,47.5,15.65,56.3,8.12,4.96,13.08,0.296410
687,1058.24,1.544,-279.061,48.529,-125.140,48.529,-1.98,43.3,15.52,55.9,7.84,5.30,13.14,0.296842
688,1059.77,1.532,-278.789,48.506,-123.633,48.506,-1.51,45.3,15.44,55.6,7.51,5.66,13.17,0.297271
689,1061.30,1.522,-278.469,48.478,-122.145,48.478,-1.84,43.1,15.31,55.1,7.16,5.99,13.14,0.297700
690,1062.81,1.512,-278.099,48.452,-120.680,48.452,-1.71,44.6,15.21,54.8,6.88,6.33,13.21,0.298123
691,1064.31,1.502,-277.682,48.427,-119.236,48.427,-1.67,44.7,15.14,54.5,6.55,6.66,13.21,0.298544
692,1065.85,1.540,-277.205,48.398,-117.772,48.398,-1.90,43.7,15.06,54.2,6.22,7.02,13.23,0.298976
693,1067.39,1.534,-276.678,48.371,-116.332,48.371,-1.75,43.6,15.01,54.0,5.96,7.41,13.37,0.299408
694,1068.91,1.526,-276.104,48.343,-114.918,48.343,-1.84,45.3,14.94,53.8,5.66,7.84,13.49,0.299835
695,1070.43,1.520,-275.486,48.315,-113.529,48.315,-1.84,45.3,14.87,53.5,5.35,8.32,13.67,0.300261
696,1071.95,1.513,-274.824,48.287,-112.169,48.287,-1.86,45.5,14.80,53.3,5.03,8.82,13.85,0.300687
697,1073.45,1.507,-274.121,48.261,-110.836,48.261,-1.74,46.3,14.75,53.1,4.77,9.32,14.09,0.301108
698,1074.95,1.501,-273.378,48.231,-109.533,48.231,-1.97,45.6,14.68,52.8,4.48,9.76,14.24,0.301529
699,1076.49,1.538,-272.572,48.202,-108.223,48.202,-1.91,44.6,14.62,52.6,4.19,10.12,14.30,0.301961
700,1078.02,1.530,-271.726,48.173,-106.949,48.173,-1.85,45.1,14.52,52.3,3.87,10.43,14.30,0.302390
701,1079.54,1.519,-270.844,48.145,-105.713,48.145,-1.85,44.8,14.43,51.9,3.53,10.69,14.22,0.302816
702,1081.05,1.509,-269.926,48.121,-104.514,48.121,-1.61,47.0,14.33,51.6,3.30,10.94,14.24,0.303240
